order_date,order_id,sales,profit
16-06-2024,US-2016-120572,12.828,4.21
30-10-2025,CA-2018-132430,45.888,6.91
06-09-2025,CA-2018-146031,60.12,9.02
09-06-2024,CA-2016-103723,13.9,3.47
27-09-2025,CA-2018-128475,71.98,8.23
24-12-2025,CA-2018-144827,124.36,29.26
17-09-2024,CA-2017-164735,81.2,13.63
21-11-2025,CA-2018-149888,359.97,29.33
21-11-2025,CA-2018-149888,350.352,57.93
25-12-2025,CA-2018-119193,1.641,0.29
25-12-2025,CA-2018-119193,629.958,89.13
05-05-2025,CA-2018-104801,6.63,2.25
05-05-2025,CA-2018-104801,799.96,48.7
05-05-2025,CA-2018-104801,107.53,25.04
26-05-2024,CA-2016-115798,377.97,-6.95
26-05-2024,CA-2016-115798,42.28,14.47
26-05-2024,CA-2016-115798,299.97,54.59
26-05-2024,CA-2016-115798,89.98,7.53
20-06-2025,CA-2018-122707,477.24,113.22
20-06-2025,CA-2018-122707,25.98,1.93
12-08-2024,CA-2017-165015,46.72,13.55
06-02-2024,CA-2016-140144,257.64,51.13
06-02-2024,CA-2016-140144,125.976,10.74
13-09-2025,CA-2018-163321,79.992,5.63
02-06-2024,US-2016-165449,27.168,3.18
11-06-2024,CA-2016-110247,8.226,2.73
31-10-2024,CA-2017-127775,239.97,22.11
23-08-2024,CA-2017-146171,76.92,14.65
23-08-2024,CA-2017-146171,481.32,72.32
02-11-2025,CA-2018-126536,0.99,0.09
02-11-2025,CA-2018-126536,101.84,27.86
09-08-2025,CA-2018-165757,10.332,3.08
09-08-2025,CA-2018-165757,31.155,9.39
09-08-2025,CA-2018-165757,8.928,2.14
13-04-2025,CA-2018-167752,34.384,7.34
13-04-2025,CA-2018-167752,1924.16,539.95
02-01-2025,CA-2017-163986,54.5,15.88
16-12-2025,CA-2018-158967,19.104,4.6
03-03-2025,CA-2017-131576,49.44,12.46
24-11-2025,CA-2018-143455,10.368,2.04
07-02-2025,CA-2017-144729,154.44,33.39
24-06-2024,CA-2016-127019,60.984,10.37
27-02-2024,CA-2016-138534,195.466,22.66
01-07-2025,CA-2018-108322,23.68,5.02
01-07-2025,CA-2018-108322,2.376,0.2
05-07-2025,CA-2018-167668,59.2,14.96
01-12-2025,CA-2018-146724,22,5.19
23-02-2025,CA-2017-139878,257.98,37.35
18-02-2025,US-2017-106677,23.988,2.26
29-01-2025,CA-2017-116974,23.976,2.58
16-04-2024,CA-2016-149972,601.536,61.87
16-04-2024,CA-2016-149972,7.9,2.01
08-11-2025,CA-2018-158743,13.36,3.32
08-11-2025,CA-2018-158743,39.96,11.77
08-11-2025,CA-2018-158743,145.85,25.54
10-02-2025,CA-2017-153318,783.96,59
17-05-2024,US-2016-110163,7.88,2.1
18-11-2025,CA-2018-143329,41.37,6.74
08-01-2024,CA-2016-159380,12.84,4.49
08-01-2024,CA-2016-159380,25.68,8.88
06-04-2024,CA-2016-122623,47.516,7.43
04-03-2024,CA-2016-148635,9.42,2.26
04-03-2024,CA-2016-148635,12.96,2.99
04-03-2024,CA-2016-148635,704.9,71.13
04-03-2024,CA-2016-148635,561.568,91.53
28-05-2024,CA-2016-135685,179.82,38.13
28-05-2024,CA-2016-135685,185.58,29.04
28-05-2024,CA-2016-135685,214.11,45.42
28-05-2024,CA-2016-135685,999.96,101.47
28-05-2024,CA-2016-135685,653.55,114.28
01-04-2024,CA-2016-104626,114.6,38.56
01-04-2024,CA-2016-104626,60.74,14.52
01-04-2024,CA-2016-104626,124.36,16.21
01-04-2024,CA-2016-104626,1088.76,240.03
03-10-2024,CA-2017-160500,6.72,1.75
03-10-2024,CA-2017-160500,298.776,34.81
01-04-2025,CA-2017-100202,302.376,24.01
15-10-2025,CA-2018-131016,8.928,3.08
15-10-2025,CA-2018-131016,47.584,12.85
24-09-2024,CA-2017-124149,108.336,24.12
24-09-2024,CA-2017-124149,55.92,17.43
24-09-2024,CA-2017-124149,78.304,19.33
21-04-2025,CA-2018-134649,15.47,2.33
21-04-2025,CA-2018-134649,7.16,1.56
24-11-2025,CA-2018-110842,10.89,2.35
24-11-2025,CA-2018-110842,19.44,3.01
24-11-2025,CA-2018-110842,121.6,-1.95
29-10-2024,CA-2017-147368,695.7,61.25
03-04-2024,US-2016-104185,120.33,40.31
01-10-2025,US-2018-135062,229.544,74.16
02-06-2025,CA-2018-135650,143.728,41.72
14-07-2025,CA-2018-112865,36.048,4.25
29-03-2025,US-2017-162852,845.488,91.81
29-11-2025,CA-2018-138163,50.94,10.68
09-10-2025,CA-2018-152093,762.594,217.72
14-06-2025,CA-2018-157854,56.28,11.82
14-06-2025,CA-2018-157854,2690.97,612.65
08-03-2025,CA-2017-123617,7.434,1.82
24-10-2024,US-2017-128293,64.784,20.69
21-12-2025,CA-2018-107342,28.16,5.64
29-08-2024,CA-2017-136371,14.98,-0.55
29-08-2024,CA-2017-136371,20.32,3.88
23-09-2025,CA-2018-137344,40.29,11.33
03-09-2025,CA-2018-169810,20.23,6.97
27-12-2024,CA-2017-128594,1603.136,-22.27
19-12-2024,CA-2017-154690,225.296,40.02
15-07-2025,CA-2018-138975,67.8,7.33
15-07-2025,CA-2018-138975,377.97,20.15
15-07-2025,CA-2018-138975,1628.82,282.32
15-07-2025,CA-2018-138975,286.93,-13.81
17-09-2025,CA-2018-106537,20.736,6.51
18-09-2025,US-2018-103828,31.44,6.72
18-09-2025,US-2018-103828,83.79,13.17
18-09-2025,US-2018-103828,59.52,19.63
18-09-2025,US-2018-103828,31.92,4.82
22-02-2025,CA-2017-115588,14.72,3.08
22-02-2025,CA-2017-115588,38.976,11.87
02-08-2025,CA-2018-143861,17.088,3.95
04-08-2025,CA-2018-135167,4.26,1.11
28-11-2025,CA-2018-137022,811.28,246.63
30-12-2025,US-2018-102638,6.03,2.09
17-07-2024,US-2017-167339,153.568,20.81
17-07-2024,US-2017-167339,1013.488,229.84
12-07-2024,CA-2017-152072,52.34,15.26
12-07-2024,CA-2017-152072,4.66,1.51
12-07-2024,CA-2017-152072,254.97,24.83
14-01-2025,CA-2017-102932,25.44,6.04
14-01-2025,CA-2017-102932,27.93,-1.07
23-02-2025,CA-2017-130799,6.96,1.69
24-07-2024,CA-2017-164483,17.456,5.14
05-02-2025,US-2017-159856,307.92,36.31
22-12-2025,CA-2018-102099,6.63,2.09
22-12-2025,CA-2018-102099,12.96,2.06
22-12-2025,CA-2018-102099,32.4,5.43
17-11-2025,CA-2018-164049,23.85,5.35
10-11-2025,CA-2018-139913,11.56,3.91
10-11-2025,CA-2018-139913,26.4,6.29
10-11-2025,CA-2018-139913,69.08,15.96
10-11-2025,CA-2018-139913,35.88,4.75
04-07-2024,US-2017-164630,959.968,64.21
09-04-2024,CA-2016-166464,479.984,28.23
09-04-2024,CA-2016-166464,12.6,3.61
09-10-2025,CA-2018-124898,184.66,35.19
01-11-2024,CA-2017-164035,23.12,6.68
12-11-2024,CA-2017-153577,37.464,9.51
12-11-2024,CA-2017-153577,539.658,115.08
18-11-2025,CA-2018-121615,8.56,1.84
18-11-2025,CA-2018-121615,52.4,12.7
18-11-2025,CA-2018-121615,14.94,4.33
09-05-2025,CA-2018-166415,11.22,1.74
20-05-2024,CA-2016-118444,387.136,113.52
02-05-2024,CA-2016-134747,135.72,12.56
02-05-2024,CA-2016-134747,12.56,2.14
02-05-2024,CA-2016-134747,263.96,22.85
28-09-2025,CA-2018-155047,5.952,1.09
04-03-2025,CA-2017-160129,15.8,3.08
04-03-2025,CA-2017-160129,14.368,1.5
04-03-2025,CA-2017-160129,70.448,-1.18
24-04-2025,CA-2018-164329,129.3,-5.83
08-06-2024,US-2016-141453,3.882,1.32
23-08-2025,CA-2018-128629,18.84,2.01
27-07-2025,CA-2018-158106,8.64,1.81
07-11-2025,US-2018-120390,1633.188,450.54
29-11-2025,CA-2018-143434,19.76,2.68
14-03-2024,CA-2016-168564,6.608,1.34
14-03-2024,CA-2016-168564,7.28,1.11
14-03-2024,CA-2016-168564,144.784,26.05
14-03-2025,US-2017-169040,156.792,11
14-03-2025,US-2017-169040,431.976,62.66
14-03-2025,US-2017-169040,35.89,5.45
14-03-2025,US-2017-169040,47.208,8.38
14-03-2025,US-2017-169040,248.08,78.41
14-03-2025,US-2017-169040,189.7,30.24
14-03-2025,US-2017-169040,59.808,17.71
04-06-2025,CA-2018-155880,90.99,19.04
04-06-2025,CA-2018-155880,1526.56,164.67
04-06-2025,CA-2018-155880,368.97,42.34
30-11-2025,CA-2018-126242,305.01,83.97
30-11-2025,CA-2018-126242,18.7,4.26
18-02-2025,CA-2017-166443,38.29,6.01
19-12-2025,CA-2018-169859,26.25,3.34
19-12-2025,CA-2018-169859,64.96,20.06
19-12-2025,CA-2018-169859,43.7,-1.68
25-11-2025,CA-2018-134915,41.6,3.1
25-11-2025,CA-2018-134915,23.12,5.52
25-11-2025,CA-2018-134915,113.888,17.35
25-11-2025,CA-2018-134915,113.568,15.62
25-11-2025,CA-2018-134915,7.92,1.09
25-11-2025,CA-2018-134915,671.984,79.5
21-12-2024,CA-2017-153353,39.99,4.28
13-08-2025,CA-2018-123638,191.646,36.39
04-07-2025,CA-2018-168900,2.313,0.37
26-06-2024,CA-2016-158456,19.936,4.57
26-06-2024,CA-2016-158456,45.92,7.59
28-06-2025,CA-2018-143665,20.34,5.64
28-06-2025,CA-2018-143665,39.28,10.97
20-12-2025,CA-2018-137428,81.568,10.74
20-12-2025,CA-2018-137428,97.184,23.11
20-12-2025,CA-2018-137428,24.32,6.78
20-12-2025,CA-2018-137428,18.96,1.91
20-11-2025,CA-2018-167941,499.584,152.73
20-11-2025,CA-2018-167941,31.104,5.32
20-11-2025,CA-2018-167941,13.272,2.91
20-11-2025,CA-2018-167941,28.272,6.09
20-11-2025,CA-2018-167941,259.136,47.2
20-12-2025,CA-2018-111808,10.8,2.3
04-01-2024,CA-2016-137512,244.006,48.79
04-01-2024,CA-2016-137512,15.936,5.54
11-12-2025,CA-2018-139773,188.552,25.89
26-10-2025,CA-2018-134607,22.58,6.2
31-01-2024,CA-2016-139850,20.736,5.58
31-01-2024,CA-2016-139850,43.296,6.69
18-10-2024,CA-2017-139269,24.96,2.71
18-10-2024,CA-2017-139269,19.36,4.68
18-10-2024,CA-2017-139269,1267.65,419.22
09-08-2024,CA-2017-139010,12.99,1.54
09-08-2024,CA-2017-139010,18.56,3.19
09-08-2024,CA-2017-139010,449.15,73.83
09-08-2024,CA-2017-139010,31.248,10.47
24-01-2025,CA-2017-134376,61.44,13.23
24-05-2025,CA-2018-147291,895.92,286.08
07-01-2025,CA-2017-112893,55.36,16.34
18-02-2024,CA-2016-130610,19,3.06
20-12-2025,CA-2018-104381,33.376,10.5
06-01-2025,CA-2017-131499,207.48,45.3
02-11-2025,CA-2018-116519,904.9,152.48
13-03-2025,CA-2017-124772,191.82,30.23
03-12-2024,CA-2017-115525,243.88,67.9
21-06-2025,CA-2018-134845,12.03,3.21
21-06-2025,CA-2018-134845,2549.985,273.31
21-06-2025,CA-2018-134845,21.594,5.91
21-06-2025,CA-2018-134845,8.964,2.19
21-06-2025,CA-2018-134845,20.736,3.49
13-04-2024,US-2016-138919,344.22,82.61
25-12-2024,US-2017-160528,727.296,218.4
25-12-2024,US-2017-160528,22.608,3.39
25-12-2024,US-2017-160528,666.4,53.19
22-05-2024,CA-2016-123568,5.04,1.75
22-05-2024,CA-2016-123568,92.94,24.41
22-05-2024,CA-2016-123568,66.69,10.68
22-05-2024,CA-2016-123568,91.68,26.4
29-11-2025,CA-2018-124674,327.7328,52.45
22-05-2024,CA-2016-164441,52.272,15.68
22-05-2024,CA-2016-164441,17.94,5.59
25-06-2025,CA-2018-169054,254.352,37.91
21-12-2025,CA-2018-116855,504.9,88.79
02-09-2024,US-2017-164189,403.168,21.46
16-04-2024,CA-2016-168480,194.32,26.38
16-04-2024,CA-2016-168480,25.99,4.96
02-03-2025,US-2017-114293,195.136,29.31
13-10-2025,CA-2018-134173,20.736,3.21
31-01-2024,US-2016-123960,53.7,7.58
31-01-2024,US-2016-123960,36.26,8.83
31-01-2024,US-2016-123960,56.3,-2.12
31-01-2024,US-2016-123960,32.4,9.15
31-01-2024,US-2016-123960,29.16,5.45
26-10-2025,CA-2018-101749,171.288,39.35
03-10-2024,US-2017-147991,16.72,3.61
09-10-2025,CA-2018-149559,12.96,-0.3
09-10-2025,CA-2018-149559,22.18,7.21
09-10-2025,CA-2018-149559,2054.272,456.15
20-11-2025,CA-2018-125290,13.9,4.28
20-11-2025,CA-2018-125290,26.38,4.46
10-06-2025,CA-2018-121419,411.8,52.06
10-06-2025,CA-2018-121419,360,22.06
28-10-2025,US-2018-148054,41.96,9.67
28-10-2025,US-2018-148054,227.84,67.45
28-10-2025,US-2018-148054,37.94,12.48
14-09-2024,CA-2017-128517,517.9,48.53
14-09-2024,CA-2017-128517,5.28,1.77
29-03-2024,US-2016-100377,2799.96,199.12
07-11-2025,CA-2018-131492,8.96,1.44
07-11-2025,CA-2018-131492,31.5,9.12
07-11-2025,CA-2018-131492,30.56,5.32
07-11-2025,CA-2018-131492,24.368,4.29
20-02-2025,CA-2017-144554,119.976,8.22
18-05-2025,CA-2018-127621,26.88,7.97
06-06-2024,CA-2016-145184,83.97,8.6
06-06-2024,CA-2016-145184,104.97,7.85
26-05-2025,CA-2018-106859,90.8,17.99
26-05-2025,CA-2018-106859,140.736,7.08
26-05-2025,CA-2018-106859,214.95,23.25
26-05-2025,CA-2018-106859,45.36,14.54
26-05-2025,CA-2018-106859,288.24,95.81
08-12-2025,US-2018-120089,663.936,120.78
03-07-2024,CA-2017-125206,114.46,30.49
25-04-2024,CA-2016-126137,120.666,26.95
04-10-2025,CA-2018-101182,12.96,3.46
04-10-2025,CA-2018-101182,43.176,4.22
21-07-2025,US-2018-132297,58.34,17.43
21-07-2025,US-2018-132297,539.97,53.57
01-05-2025,CA-2018-118773,252.784,87.13
01-05-2025,CA-2018-118773,127.984,18.74
01-05-2025,CA-2018-118773,3.984,0.57
01-05-2025,CA-2018-118773,12.992,3.34
08-06-2025,US-2018-159205,61,6.6
08-06-2025,US-2018-159205,671.93,98.07
17-08-2024,CA-2017-112123,447.86,113.78
17-08-2024,CA-2017-112123,479.95,64.35
17-08-2024,CA-2017-112123,166.44,32.25
25-03-2024,CA-2016-114468,31.68,5.69
25-03-2024,CA-2016-114468,10.368,3.46
25-03-2024,CA-2016-114468,12.032,3.06
25-03-2024,CA-2016-114468,5.768,1.85
28-06-2025,CA-2018-135692,33.12,11.31
28-06-2025,CA-2018-135692,220.2656,23.55
19-06-2025,CA-2018-131233,10.776,1.66
19-06-2025,CA-2018-131233,242.352,25.53
25-12-2025,CA-2018-119578,695.16,184.59
25-12-2025,CA-2018-119578,220.98,43.17
15-03-2025,CA-2017-124562,12.957,2.46
02-06-2025,US-2018-140074,25.68,8.06
03-12-2024,CA-2017-103037,15.712,5.39
23-08-2025,CA-2018-127460,298.464,102.1
27-11-2024,CA-2017-121671,21.93,4.49
27-11-2024,CA-2017-121671,242.94,70.1
27-11-2024,CA-2017-121671,7.64,2.16
27-11-2024,CA-2017-121671,51.84,8.75
27-11-2024,CA-2017-121671,265.17,-8.49
25-12-2024,CA-2017-150350,837.6,105.3
25-12-2024,CA-2017-150350,135.9,26.19
25-12-2024,CA-2017-150350,34.68,9.04
25-12-2024,CA-2017-150350,532.704,108.04
25-12-2024,CA-2017-150350,43.1,13.99
25-12-2024,CA-2017-150350,15.88,4.93
31-01-2024,CA-2016-121720,1123.92,167.07
31-01-2024,CA-2016-121720,249.584,14.79
31-01-2024,CA-2016-121720,48.672,7.27
31-01-2024,CA-2016-121720,60.768,19.17
31-01-2024,CA-2016-121720,78.6,25.38
31-01-2024,CA-2016-121720,3.768,1.2
31-01-2024,CA-2016-121720,1036.624,262.83
31-01-2024,CA-2016-121720,563.808,187.05
07-10-2025,CA-2018-149895,258.528,13.72
25-10-2025,CA-2018-147564,49.12,15.11
25-11-2025,CA-2018-164168,30.56,7.58
25-11-2025,CA-2018-164168,77.952,11.96
25-11-2025,CA-2018-164168,67.992,8.07
25-11-2025,CA-2018-164168,12.224,2.06
25-11-2025,CA-2018-164168,44.784,2.97
25-11-2025,CA-2018-164168,22.848,3.09
20-10-2025,CA-2018-162572,119.96,9.48
20-10-2025,CA-2018-162572,10.608,1.76
04-01-2025,US-2017-148110,347.802,61.05
03-05-2025,CA-2018-131828,963.136,192.92
03-05-2025,CA-2018-131828,88.776,8.6
28-10-2024,CA-2017-120558,32.4,5.68
19-06-2024,CA-2016-147830,2025.36,256.61
19-06-2024,CA-2016-147830,1799.994,238.96
19-06-2024,CA-2016-147830,101.988,8.97
19-06-2024,CA-2016-147830,262.864,52.37
30-08-2025,CA-2018-150497,735.98,230.86
26-03-2024,CA-2016-139584,284.364,30.5
26-03-2024,CA-2016-139584,26,1.8
03-09-2024,US-2017-162677,67.64,14.57
03-09-2024,US-2017-162677,119.976,13.85
13-02-2025,CA-2017-146682,67,15.94
20-10-2024,CA-2017-138695,390.272,44.74
20-10-2024,CA-2017-138695,62.192,20.97
24-12-2025,CA-2018-107461,23.88,4.91
30-08-2024,US-2017-133879,3.168,0.53
30-08-2024,US-2017-133879,528.43,107.08
30-08-2024,US-2017-133879,13.392,2.16
24-11-2025,CA-2018-157483,181.86,34.8
18-10-2025,US-2018-132059,180.588,20.86
18-10-2025,US-2018-132059,47.984,6.22
09-10-2025,CA-2018-122280,18.76,-0.65
12-12-2025,CA-2018-105235,20.94,2.36
12-12-2025,CA-2018-105235,58.68,-1.93
12-12-2025,CA-2018-105235,254.9,75.09
23-11-2025,CA-2018-152912,9.64,2.54
23-11-2025,CA-2018-152912,826.62,58.63
23-11-2025,CA-2018-152912,1633.14,542.79
23-11-2025,CA-2018-152912,544.38,92.42
25-05-2025,CA-2018-159352,69.93,7.26
08-11-2025,US-2018-146416,3.75,1.11
08-11-2025,US-2018-146416,20.928,6.9
28-06-2024,US-2016-163783,12.672,3.81
25-10-2025,CA-2018-123981,65.99,8.15
27-07-2025,CA-2018-158953,6.37,0.96
13-12-2024,CA-2017-169026,23.34,7.89
01-09-2025,CA-2018-109750,29.97,4.08
21-02-2024,CA-2016-149384,3.366,0.9
22-12-2025,CA-2018-164000,18.704,4.62
08-07-2024,CA-2017-108882,349.95,31.98
08-07-2024,CA-2017-108882,377.928,32.82
18-10-2025,US-2018-108245,13.392,3.77
18-10-2025,US-2018-108245,11.228,1.97
19-10-2024,CA-2017-132409,1.504,0.46
19-10-2024,CA-2017-132409,34.848,7.61
21-08-2025,CA-2018-150189,75.18,22.18
23-11-2025,CA-2018-104640,931.176,183.78
23-11-2025,CA-2018-104640,430.88,47.92
24-04-2024,US-2016-137008,94.85,30.56
24-04-2024,US-2016-137008,51.12,17.17
24-04-2024,US-2016-137008,90,7.52
02-10-2025,CA-2018-131625,114.9,27.73
20-06-2025,US-2018-156356,26.046,5.08
20-06-2025,US-2018-156356,2.896,0.48
20-06-2025,US-2018-156356,32.544,7.15
25-09-2024,CA-2017-138933,3.984,1.36
12-07-2024,CA-2017-140746,181.797,33.44
01-10-2024,CA-2017-146836,44.94,9.29
01-10-2024,CA-2017-146836,45.576,11.01
02-03-2025,US-2017-127971,318.43,33.64
02-03-2025,US-2017-127971,122.92,13.16
02-03-2025,US-2017-127971,7.068,-0.09
25-07-2024,US-2017-140809,56.45,10.59
08-06-2025,CA-2018-114524,13.468,3.69
09-12-2025,CA-2018-113355,219.8,29.21
09-12-2025,CA-2018-113355,317.058,32.71
16-12-2025,US-2018-140907,49.08,7.25
16-12-2025,US-2018-140907,324.9,62.25
16-12-2025,US-2018-140907,18.24,4.39
13-01-2025,CA-2017-159730,113.888,23
13-01-2025,CA-2017-159730,105.584,6.58
26-03-2025,CA-2017-157868,24.85,5.32
21-06-2025,CA-2018-119389,60.312,14.46
13-11-2025,CA-2018-110373,7.056,2
13-11-2025,CA-2018-110373,27.184,2.64
20-11-2024,CA-2017-155474,107.984,14.89
20-11-2024,CA-2017-155474,19.296,5.09
15-03-2024,CA-2016-155453,4.608,1.29
16-03-2025,US-2017-161844,79.974,9.36
16-03-2025,US-2017-161844,2.946,0.49
24-02-2025,US-2017-162103,3.136,0.88
17-08-2024,CA-2017-122518,10.08,1.62
28-06-2024,CA-2016-155145,7.92,1.1
07-07-2025,CA-2018-133865,3359.952,333.55
17-11-2025,CA-2018-116358,18.24,6.15
17-11-2025,CA-2018-116358,27.78,-1.14
10-05-2025,CA-2018-150525,6.56,1.57
10-05-2025,CA-2018-150525,13.11,3.21
18-06-2024,CA-2016-157770,494.376,28.38
18-06-2024,CA-2016-157770,29.2,5.81
18-06-2024,CA-2016-157770,248.85,33.37
18-06-2024,CA-2016-157770,36.24,-0.67
14-02-2025,CA-2017-167290,11.68,3.38
24-10-2025,CA-2018-113418,1704.89,183.37
16-01-2024,US-2016-110569,19.194,4.61
16-01-2024,US-2016-110569,121.792,40.37
28-11-2025,CA-2018-136308,1919.976,247.35
20-05-2024,CA-2016-144386,25.344,4.43
13-01-2025,CA-2017-111416,232.4,66.19
29-08-2024,CA-2017-162747,86.45,15.53
26-12-2025,CA-2018-169978,271.764,57.02
26-12-2025,CA-2018-169978,14.376,2.29
23-11-2025,CA-2018-161739,341.96,63.75
09-04-2024,CA-2016-165057,181.35,42.28
09-04-2024,CA-2016-165057,8.64,1.39
02-03-2024,CA-2016-120810,68.94,17.59
02-03-2024,CA-2016-120810,128.82,17.47
19-12-2025,CA-2018-122595,227.976,26.54
19-12-2025,CA-2018-122595,52.68,7.22
19-12-2025,CA-2018-122595,2.032,0.4
24-09-2025,US-2018-109253,17.12,3.92
24-09-2025,US-2018-109253,431.968,56.1
24-09-2025,US-2018-109253,129.92,16.08
24-09-2025,US-2018-109253,568.728,97.66
24-09-2025,US-2018-109253,117.144,18.42
24-09-2025,US-2018-109253,203.52,39.79
24-09-2025,US-2018-109253,51.75,13.26
28-12-2024,CA-2017-145982,122.97,24.85
28-12-2024,CA-2017-145982,244.615,48.08
28-12-2024,CA-2017-145982,59.97,3.68
28-12-2024,CA-2017-145982,81.54,28.53
28-12-2024,CA-2017-145982,11.68,-0.15
28-12-2024,CA-2017-145982,29,6.15
18-03-2024,CA-2016-112014,50.8,-0.55
20-11-2025,CA-2018-154732,16.03,2.52
20-12-2024,US-2017-157308,15.712,4.81
29-03-2025,CA-2017-147536,89.97,12.72
06-10-2025,CA-2018-100335,73.008,19.63
04-10-2024,CA-2017-139234,3.208,0.67
04-10-2024,CA-2017-139234,26.176,2.14
25-01-2024,US-2016-142020,30.44,6.91
25-01-2024,US-2016-142020,35.28,7.06
18-06-2024,CA-2016-139962,19.44,6.6
18-06-2024,CA-2016-139962,37.88,12.38
26-11-2024,CA-2017-130050,9.552,2.3
01-06-2024,CA-2016-115511,141.96,33.3
01-06-2024,CA-2016-115511,66.048,10.52
02-09-2024,CA-2017-134887,1287.45,114.8
18-10-2025,CA-2018-123778,25.824,6.42
18-10-2025,CA-2018-123778,160.96,48.84
11-06-2024,CA-2016-161718,28.44,6.63
11-06-2024,CA-2016-161718,364.41,47.78
11-06-2024,CA-2016-161718,39.96,5.64
11-06-2024,CA-2016-161718,361.764,73.49
15-02-2025,CA-2017-100671,111.672,35.76
29-05-2025,CA-2018-142867,13.776,2.6
29-05-2025,CA-2018-142867,10.272,3.08
03-12-2025,CA-2018-103156,24.048,5.41
28-09-2025,US-2018-162208,2.896,0.61
11-06-2024,CA-2016-130659,17.94,3.78
11-06-2024,CA-2016-130659,384.174,76.29
11-06-2024,CA-2016-130659,1799.75,186.73
29-10-2025,CA-2018-148404,580.672,115.75
29-10-2025,CA-2018-148404,18.936,6.53
29-10-2025,CA-2018-148404,222.384,32.98
29-10-2025,CA-2018-148404,50.454,11.12
29-10-2025,CA-2018-148404,154.764,23.09
04-06-2025,CA-2018-101077,6.848,1.57
31-07-2025,US-2018-131583,40.032,10.27
16-08-2025,US-2018-148362,443.92,86.11
16-08-2025,US-2018-148362,169.99,50.8
16-08-2025,US-2018-148362,25.92,8.9
02-01-2024,CA-2016-129700,22.288,4.79
22-07-2025,CA-2018-168739,65.424,-1.8
06-05-2024,CA-2016-152527,77.88,14.26
01-07-2025,US-2018-150847,10.368,2.31
15-01-2025,CA-2017-100244,65.79,15.66
15-01-2025,CA-2017-100244,271.984,48.76
15-01-2025,CA-2017-100244,11.76,3.19
15-01-2025,CA-2017-100244,77.52,23.45
15-01-2025,CA-2017-100244,48.64,8.78
01-01-2025,CA-2017-116540,1.81,-0.06
01-01-2025,CA-2017-116540,8.26,1.52
05-04-2024,CA-2016-150791,271.764,53.39
20-10-2024,CA-2017-134803,262.24,88.49
20-10-2024,CA-2017-134803,182.72,49.25
20-10-2024,CA-2017-134803,131.6,9.34
20-10-2024,CA-2017-134803,22.72,7.26
20-10-2024,CA-2017-134803,558.4,65.65
18-04-2024,CA-2016-153381,15.24,2.99
18-04-2024,CA-2016-153381,1408.1,-63.8
18-08-2025,US-2018-111024,32.896,10.44
18-08-2025,US-2018-111024,215.148,29.33
18-08-2025,US-2018-111024,30.96,9.02
14-12-2025,CA-2018-148264,29.79,6
14-12-2025,CA-2018-148264,128.9,26.8
14-12-2025,CA-2018-148264,60.12,17.3
12-12-2025,CA-2018-131212,24.816,4.24
12-12-2025,CA-2018-131212,14.976,3.07
21-04-2024,US-2016-100531,15.08,4.93
21-04-2024,US-2016-100531,24.288,5.62
15-11-2025,CA-2018-152583,16.192,1.97
15-11-2025,CA-2018-152583,251.006,53.58
15-11-2025,CA-2018-152583,54.192,10.88
07-06-2024,CA-2016-144099,4.304,1.35
30-11-2025,CA-2018-168858,16.74,4.4
30-11-2025,CA-2018-168858,2504.74,412.75
06-12-2024,CA-2017-116344,84.784,19.56
31-01-2024,CA-2016-131779,29.9,8.1
12-12-2024,CA-2017-158869,70.88,24.58
01-08-2025,CA-2018-102554,3.76,1
28-01-2025,CA-2017-162614,27.264,4.46
21-02-2024,CA-2016-153626,5.16,1.73
08-08-2024,CA-2017-166485,16.496,4.03
13-10-2025,CA-2018-136448,71.976,6.97
13-10-2025,CA-2018-136448,22.512,5.46
13-10-2025,CA-2018-136448,3.444,0.7
13-10-2025,CA-2018-136448,538.194,174.95
13-10-2025,CA-2018-136448,47.984,5.29
20-11-2025,CA-2018-114258,492.768,56.9
05-03-2025,CA-2017-165470,5.08,1.08
11-12-2025,CA-2018-128699,47.992,5.65
08-04-2024,US-2016-147242,61.96,13.87
08-04-2024,US-2016-147242,361.96,64.2
08-04-2024,US-2016-147242,278.82,45.31
20-03-2025,CA-2017-146143,133.38,18.44
10-03-2025,US-2017-150035,16.74,1.99
25-11-2025,CA-2018-122644,10.848,2.63
25-11-2025,CA-2018-122644,18.544,2.51
18-05-2025,CA-2018-111815,180.98,-8.18
18-05-2025,CA-2018-111815,99.98,8.29
07-03-2025,CA-2017-144911,34.95,4.59
07-03-2025,CA-2017-144911,152,30.81
15-03-2025,CA-2017-131289,8.56,2.32
15-03-2025,CA-2017-131289,45.36,12.14
15-03-2025,CA-2017-131289,1421.664,175.58
07-02-2025,CA-2017-151169,7.92,1.31
09-03-2025,US-2017-134761,36.192,2.7
05-10-2025,CA-2018-120705,147.184,34.59
15-02-2024,CA-2016-157322,408.422,-9.05
15-02-2024,CA-2016-157322,382.116,81.63
15-02-2024,CA-2016-157322,68.6,22.09
15-02-2024,CA-2016-157322,435.504,73.16
15-02-2024,CA-2016-157322,11.168,3.71
19-10-2025,CA-2018-142034,72,8.56
19-10-2025,CA-2018-142034,655.9,83.62
19-10-2025,CA-2018-142034,603.92,147.22
13-12-2024,CA-2017-107328,513.024,86.92
13-12-2024,CA-2017-107328,487.92,137.77
13-12-2024,CA-2017-107328,15.24,2.7
22-01-2025,CA-2017-108616,209.97,20.4
